采集日期,采集时间,设备ID,段落序号,向下镜头视频链接,向前镜头视频链接,session_id,filesize,原始上送时长,任务描述,无效时长,算法端可接受时长,审批人,审批状态,时间标注信息,无效片段标记时长,有效片段标记时长,无效片段标记原因,NOTE,操作员姿态,头部移动,向下摄像头手部位置,向前摄像头手部位置,has_tool_use,has_tool_use_significant,其余数据标签,LET PT,Unnamed: 27,肇庆审核
2026-03-06,10:17:02,5683,2,http://localhost:8082/faster?path=5683/session_20260306_021702_131756/segments/5683-down_sbs_0002.mp4,http://localhost:8082/faster?path=5683/session_20260306_021702_131756/segments/5683-front_sbs_0002.mp4,session_20260306_021702_131756,1200.38 MB,10.0,穿鞋带,9.99,0.01,罗嘉欣,已审批-无效片段过长,"[{""start"":0.56,""end"":599.96,""name"":""手手出画面"",""type"":""invalid"",""duration"":599.4000000000001}]",9.99,0.0,手手出画面(9.99),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-03-06,10:17:02,5683,3,http://localhost:8082/faster?path=5683/session_20260306_021702_131756/segments/5683-down_sbs_0003.mp4,http://localhost:8082/faster?path=5683/session_20260306_021702_131756/segments/5683-front_sbs_0003.mp4,session_20260306_021702_131756,1200.37 MB,10.0,穿鞋带,9.99,0.01,罗嘉欣,已审批-无效片段过长,"[{""start"":0.56,""end"":599.96,""name"":""手手出画面"",""type"":""invalid"",""duration"":599.4000000000001}]",9.99,0.0,手手出画面(9.99),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-03-06,10:17:02,5683,4,http://localhost:8082/faster?path=5683/session_20260306_021702_131756/segments/5683-down_sbs_0004.mp4,http://localhost:8082/faster?path=5683/session_20260306_021702_131756/segments/5683-front_sbs_0004.mp4,session_20260306_021702_131756,1200.23 MB,10.0,穿鞋带,9.48,0.52,罗嘉欣,已审批-无效片段过长,"[{""start"":0,""end"":30.28,""name"":""手手出画面"",""type"":""invalid"",""duration"":30.28},{""start"":61.72,""end"":599.96,""name"":""手手出画面"",""type"":""invalid"",""duration"":538.24}]",9.48,0.0,手手出画面(9.48),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-03-06,10:17:02,5683,5,http://localhost:8082/faster?path=5683/session_20260306_021702_131756/segments/5683-down_sbs_0005.mp4,http://localhost:8082/faster?path=5683/session_20260306_021702_131756/segments/5683-front_sbs_0005.mp4,session_20260306_021702_131756,1200.47 MB,10.0,穿鞋带,9.99,0.01,罗嘉欣,已审批-无效片段过长,"[{""start"":0.56,""end"":599.96,""name"":""双手频繁出画面"",""type"":""invalid"",""duration"":599.4000000000001}]",9.99,0.0,双手频繁出画面(9.99),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-03-06,10:17:02,5683,6,http://localhost:8082/faster?path=5683/session_20260306_021702_131756/segments/5683-down_sbs_0006.mp4,http://localhost:8082/faster?path=5683/session_20260306_021702_131756/segments/5683-front_sbs_0006.mp4,session_20260306_021702_131756,91.69 MB,0.8,穿鞋带,0.76,0.04,罗嘉欣,已审批-无效片段过长,"[{""start"":0.04,""end"":45.76,""name"":""手手出画面"",""type"":""invalid"",""duration"":45.72}]",0.76,0.0,手手出画面(0.76),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-03-06,10:21:08,d8db,5,http://localhost:8082/faster?path=d8db/session_20260306_022108_600281/segments/d8db-down_sbs_0005.mp4,http://localhost:8082/faster?path=d8db/session_20260306_022108_600281/segments/d8db-front_sbs_0005.mp4,session_20260306_022108_600281,173.58 MB,1.4,整理洗漱用品,1.4,0.0,邹子扬,已审批-无效片段过长,"[{""start"":0.16,""end"":86.76,""name"":""手出画面"",""type"":""invalid"",""duration"":86.60000000000001}]",1.44,0.0,手出画面(1.44),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-06,9:10:41,d8db,1,http://localhost:8082/faster?path=d8db/session_20260306_011041_535735/segments/d8db-down_sbs_0001.mp4,http://localhost:8082/faster?path=d8db/session_20260306_011041_535735/segments/d8db-front_sbs_0001.mp4,session_20260306_011041_535735,1200.34 MB,10.0,整理洗漱用品,9.98,0.02,邹子扬,已审批-无效片段过长,"[{""start"":2.2800000000000002,""end"":599.96,""name"":"""",""type"":""invalid"",""duration"":597.6800000000001},{""start"":1.12,""end"":2.12,""name"":""手出画面"",""type"":""invalid"",""duration"":1}]",9.98,0.0,手出画面(0.02),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-06,14:38:55,d8db,0,http://localhost:8082/faster?path=d8db/session_20260306_063855_967096/segments/d8db-down_sbs_0000.mp4,http://localhost:8082/faster?path=d8db/session_20260306_063855_967096/segments/d8db-front_sbs_0000.mp4,session_20260306_063855_967096,1202.39 MB,10.0,整理洗漱用品,10.0,0.0,侯鹏宇,已审批-无效片段过长,"[{""start"":70.84,""end"":237.20000000000002,""name"":""未工作"",""type"":""invalid"",""duration"":166.36},{""start"":236.44,""end"":600.96,""name"":""无效动作"",""type"":""invalid"",""duration"":364.52000000000004},{""start"":0,""end"":70.24,""name"":""无效动作"",""type"":""invalid"",""duration"":70.24}]",10.01,0.0,"未工作(2.77),无效动作(7.25)",,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-06,13:30:06,d8db,0,http://localhost:8082/faster?path=d8db/session_20260306_053006_662973/segments/d8db-down_sbs_0000.mp4,http://localhost:8082/faster?path=d8db/session_20260306_053006_662973/segments/d8db-front_sbs_0000.mp4,session_20260306_053006_662973,1202.26 MB,10.0,整理洗漱用品,10.0,0.0,侯鹏宇,已审批-无效片段过长,"[{""start"":0,""end"":600.92,""name"":""无效动作"",""type"":""invalid"",""duration"":600.92}]",10.02,0.0,无效动作(10.02),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-06,13:30:06,d8db,1,http://localhost:8082/faster?path=d8db/session_20260306_053006_662973/segments/d8db-down_sbs_0001.mp4,http://localhost:8082/faster?path=d8db/session_20260306_053006_662973/segments/d8db-front_sbs_0001.mp4,session_20260306_053006_662973,1200.49 MB,10.0,整理洗漱用品,10.0,0.0,刘涛萌,已审批-无效片段过长,"[{""start"":0,""end"":599.96,""name"":""手出画面"",""type"":""invalid"",""duration"":599.96}]",10,0.0,手出画面(10.00),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-06,13:30:06,d8db,3,http://localhost:8082/faster?path=d8db/session_20260306_053006_662973/segments/d8db-down_sbs_0003.mp4,http://localhost:8082/faster?path=d8db/session_20260306_053006_662973/segments/d8db-front_sbs_0003.mp4,session_20260306_053006_662973,1200.42 MB,10.0,整理洗漱用品,10.0,0.0,刘涛萌,已审批-无效片段过长,"[{""start"":0,""end"":599.96,""name"":""未按照规定动作操作"",""type"":""invalid"",""duration"":599.96}]",10,0.0,未按照规定动作操作(10.00),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-06,13:30:06,d8db,4,http://localhost:8082/faster?path=d8db/session_20260306_053006_662973/segments/d8db-down_sbs_0004.mp4,http://localhost:8082/faster?path=d8db/session_20260306_053006_662973/segments/d8db-front_sbs_0004.mp4,session_20260306_053006_662973,1200.39 MB,10.0,整理洗漱用品,10.0,0.0,刘涛萌,已审批-无效片段过长,"[{""start"":0,""end"":599.96,""name"":""未按照规定动作操作"",""type"":""invalid"",""duration"":599.96}]",10,0.0,未按照规定动作操作(10.00),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-06,13:30:06,d8db,5,http://localhost:8082/faster?path=d8db/session_20260306_053006_662973/segments/d8db-down_sbs_0005.mp4,http://localhost:8082/faster?path=d8db/session_20260306_053006_662973/segments/d8db-front_sbs_0005.mp4,session_20260306_053006_662973,669.75 MB,5.6,整理洗漱用品,0.02,5.58,李东林,已审批-无效片段过长,"[{""start"":0,""end"":1,""name"":"""",""type"":""invalid"",""duration"":1}]",0.02,0.0,,,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-06,12:32:22,d8db,0,http://localhost:8082/faster?path=d8db/session_20260306_043222_937227/segments/d8db-down_sbs_0000.mp4,http://localhost:8082/faster?path=d8db/session_20260306_043222_937227/segments/d8db-front_sbs_0000.mp4,session_20260306_043222_937227,1202.42 MB,10.0,整理洗漱用品,9.99,0.01,李东林,已审批-无效片段过长,"[{""start"":1.08,""end"":600.72,""name"":""多只手"",""type"":""invalid"",""duration"":599.64}]",9.99,0.0,多只手(9.99),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-06,12:32:22,d8db,1,http://localhost:8082/faster?path=d8db/session_20260306_043222_937227/segments/d8db-down_sbs_0001.mp4,http://localhost:8082/faster?path=d8db/session_20260306_043222_937227/segments/d8db-front_sbs_0001.mp4,session_20260306_043222_937227,1200.36 MB,10.0,整理洗漱用品,7.87,2.13,李东林,已审批-无效片段过长,"[{""start"":0,""end"":139.36,""name"":""手部未露全"",""type"":""invalid"",""duration"":139.36},{""start"":194.28,""end"":221.96,""name"":""未工作"",""type"":""invalid"",""duration"":27.680000000000007},{""start"":231.28,""end"":536.32,""name"":""手部未露全"",""type"":""invalid"",""duration"":305.0400000000001}]",7.87,0.0,"手部未露全(7.41),未工作(0.46)",,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-06,12:32:22,d8db,2,http://localhost:8082/faster?path=d8db/session_20260306_043222_937227/segments/d8db-down_sbs_0002.mp4,http://localhost:8082/faster?path=d8db/session_20260306_043222_937227/segments/d8db-front_sbs_0002.mp4,session_20260306_043222_937227,1200.39 MB,10.0,整理洗漱用品,9.31,0.69,李东林,已审批-无效片段过长,"[{""start"":0,""end"":149,""name"":""未工作"",""type"":""invalid"",""duration"":149},{""start"":190.48,""end"":599.96,""name"":""手部未露全"",""type"":""invalid"",""duration"":409.48}]",9.31,0.0,"未工作(2.48),手部未露全(6.82)",,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-06,12:32:22,d8db,3,http://localhost:8082/faster?path=d8db/session_20260306_043222_937227/segments/d8db-down_sbs_0003.mp4,http://localhost:8082/faster?path=d8db/session_20260306_043222_937227/segments/d8db-front_sbs_0003.mp4,session_20260306_043222_937227,1200.36 MB,10.0,整理洗漱用品,10.0,0.0,李东林,已审批-无效片段过长,"[{""start"":0,""end"":600.6800000000001,""name"":""手部未露全"",""type"":""invalid"",""duration"":600.6800000000001}]",10.01,0.0,手部未露全(10.01),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-06,12:32:22,d8db,4,http://localhost:8082/faster?path=d8db/session_20260306_043222_937227/segments/d8db-down_sbs_0004.mp4,http://localhost:8082/faster?path=d8db/session_20260306_043222_937227/segments/d8db-front_sbs_0004.mp4,session_20260306_043222_937227,1200.39 MB,10.0,整理洗漱用品,8.33,1.67,李东林,已审批-无效片段过长,"[{""start"":0,""end"":499.92,""name"":""手部未露全"",""type"":""invalid"",""duration"":499.92}]",8.33,0.0,手部未露全(8.33),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-06,12:32:22,d8db,5,http://localhost:8082/faster?path=d8db/session_20260306_043222_937227/segments/d8db-down_sbs_0005.mp4,http://localhost:8082/faster?path=d8db/session_20260306_043222_937227/segments/d8db-front_sbs_0005.mp4,session_20260306_043222_937227,675.76 MB,5.6,整理洗漱用品,5.6,0.0,李东林,已审批-无效片段过长,"[{""start"":0,""end"":337.08,""name"":""手部未露全"",""type"":""invalid"",""duration"":337.08}]",5.62,0.0,手部未露全(5.62),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-06,10:21:08,d8db,0,http://localhost:8082/faster?path=d8db/session_20260306_022108_600281/segments/d8db-down_sbs_0000.mp4,http://localhost:8082/faster?path=d8db/session_20260306_022108_600281/segments/d8db-front_sbs_0000.mp4,session_20260306_022108_600281,1200.29 MB,10.0,整理洗漱用品,9.77,0.23,吴镔,已审批-无效片段过长,"[{""start"":0,""end"":33.64,""name"":""手出画面"",""type"":""invalid"",""duration"":33.64},{""start"":47.52,""end"":600.04,""name"":""手出画面"",""type"":""invalid"",""duration"":552.52}]",9.77,0.0,手出画面(9.77),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-03-06,10:21:08,d8db,1,http://localhost:8082/faster?path=d8db/session_20260306_022108_600281/segments/d8db-down_sbs_0001.mp4,http://localhost:8082/faster?path=d8db/session_20260306_022108_600281/segments/d8db-front_sbs_0001.mp4,session_20260306_022108_600281,1202.49 MB,10.0,整理洗漱用品,10.0,0.0,吴镔,已审批-无效片段过长,"[{""start"":0,""end"":600.88,""name"":""手出画面"",""type"":""invalid"",""duration"":600.88}]",10.01,0.0,手出画面(10.01),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-06,10:21:08,d8db,2,http://localhost:8082/faster?path=d8db/session_20260306_022108_600281/segments/d8db-down_sbs_0002.mp4,http://localhost:8082/faster?path=d8db/session_20260306_022108_600281/segments/d8db-front_sbs_0002.mp4,session_20260306_022108_600281,1200.34 MB,10.0,整理洗漱用品,10.0,0.0,李东林,已审批-无效片段过长,"[{""start"":0,""end"":599.88,""name"":""手部未露全"",""type"":""invalid"",""duration"":599.88}]",10,0.0,手部未露全(10.00),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-06,10:21:08,d8db,3,http://localhost:8082/faster?path=d8db/session_20260306_022108_600281/segments/d8db-down_sbs_0003.mp4,http://localhost:8082/faster?path=d8db/session_20260306_022108_600281/segments/d8db-front_sbs_0003.mp4,session_20260306_022108_600281,1200.40 MB,10.0,整理洗漱用品,9.98,0.02,李东林,已审批-无效片段过长,"[{""start"":1.08,""end"":599.96,""name"":""手部未露全"",""type"":""invalid"",""duration"":598.88}]",9.98,0.0,手部未露全(9.98),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-06,10:21:08,d8db,4,http://localhost:8082/faster?path=d8db/session_20260306_022108_600281/segments/d8db-down_sbs_0004.mp4,http://localhost:8082/faster?path=d8db/session_20260306_022108_600281/segments/d8db-front_sbs_0004.mp4,session_20260306_022108_600281,1200.43 MB,10.0,整理洗漱用品,5.85,4.15,李东林,已审批-无效片段过长,"[{""start"":248.96,""end"":599.96,""name"":""手部未露全"",""type"":""invalid"",""duration"":351}]",5.85,0.0,手部未露全(5.85),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-06,9:10:41,d8db,0,http://localhost:8082/faster?path=d8db/session_20260306_011041_535735/segments/d8db-down_sbs_0000.mp4,http://localhost:8082/faster?path=d8db/session_20260306_011041_535735/segments/d8db-front_sbs_0000.mp4,session_20260306_011041_535735,1202.41 MB,10.0,整理洗漱用品,10.0,0.0,李东林,已审批-无效片段过长,"[{""start"":0,""end"":600,""name"":""手部未露全"",""type"":""invalid"",""duration"":600}]",10,0.0,手部未露全(10.00),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-06,9:10:41,d8db,2,http://localhost:8082/faster?path=d8db/session_20260306_011041_535735/segments/d8db-down_sbs_0002.mp4,http://localhost:8082/faster?path=d8db/session_20260306_011041_535735/segments/d8db-front_sbs_0002.mp4,session_20260306_011041_535735,1200.37 MB,10.0,整理洗漱用品,10.0,0.0,李东林,已审批-无效片段过长,"[{""start"":0,""end"":600,""name"":""手部未露全"",""type"":""invalid"",""duration"":600}]",10,0.0,手部未露全(10.00),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-06,9:10:41,d8db,3,http://localhost:8082/faster?path=d8db/session_20260306_011041_535735/segments/d8db-down_sbs_0003.mp4,http://localhost:8082/faster?path=d8db/session_20260306_011041_535735/segments/d8db-front_sbs_0003.mp4,session_20260306_011041_535735,1200.41 MB,10.0,整理洗漱用品,10.0,0.0,李东林,已审批-无效片段过长,"[{""start"":0,""end"":600,""name"":""手部未露全"",""type"":""invalid"",""duration"":600}]",10,0.0,手部未露全(10.00),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-06,9:10:41,d8db,4,http://localhost:8082/faster?path=d8db/session_20260306_011041_535735/segments/d8db-down_sbs_0004.mp4,http://localhost:8082/faster?path=d8db/session_20260306_011041_535735/segments/d8db-front_sbs_0004.mp4,session_20260306_011041_535735,1200.42 MB,10.0,整理洗漱用品,10.0,0.0,李东林,已审批-无效片段过长,"[{""start"":0,""end"":600,""name"":""手部未露全"",""type"":""invalid"",""duration"":600}]",10,0.0,手部未露全(10.00),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-06,9:10:41,d8db,5,http://localhost:8082/faster?path=d8db/session_20260306_011041_535735/segments/d8db-down_sbs_0005.mp4,http://localhost:8082/faster?path=d8db/session_20260306_011041_535735/segments/d8db-front_sbs_0005.mp4,session_20260306_011041_535735,1200.32 MB,10.0,整理洗漱用品,10.0,0.0,李东林,已审批-无效片段过长,"[{""start"":0,""end"":600,""name"":""手部未露全"",""type"":""invalid"",""duration"":600}]",10,0.0,手部未露全(10.00),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-06,9:10:41,d8db,6,http://localhost:8082/faster?path=d8db/session_20260306_011041_535735/segments/d8db-down_sbs_0006.mp4,http://localhost:8082/faster?path=d8db/session_20260306_011041_535735/segments/d8db-front_sbs_0006.mp4,session_20260306_011041_535735,1197.89 MB,10.0,整理洗漱用品,9.98,0.02,李东林,已审批-无效片段过长,"[{""start"":0,""end"":598.72,""name"":""手部未露全"",""type"":""invalid"",""duration"":598.72}]",9.98,0.0,手部未露全(9.98),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-06,14:38:55,d8db,1,http://localhost:8082/faster?path=d8db/session_20260306_063855_967096/segments/d8db-down_sbs_0001.mp4,http://localhost:8082/faster?path=d8db/session_20260306_063855_967096/segments/d8db-front_sbs_0001.mp4,session_20260306_063855_967096,1200.35 MB,10.0,整理洗漱用品,8.77,1.23,黄立艳,已审批-无效片段过长,"[{""start"":2.16,""end"":300.64,""name"":""未工作"",""type"":""invalid"",""duration"":298.47999999999996},{""start"":372.36,""end"":599.96,""name"":""未工作"",""type"":""invalid"",""duration"":227.60000000000002}]",8.77,0.0,未工作(8.77),未工作，画面多只手,坐姿,头部自然移动,手部出画面,手手出了画面,否,否,,,,
2026-03-06,14:38:55,d8db,2,http://localhost:8082/faster?path=d8db/session_20260306_063855_967096/segments/d8db-down_sbs_0002.mp4,http://localhost:8082/faster?path=d8db/session_20260306_063855_967096/segments/d8db-front_sbs_0002.mp4,session_20260306_063855_967096,1200.43 MB,10.0,整理洗漱用品,9.98,0.02,黄立艳,已审批-无效片段过长,"[{""start"":1.08,""end"":465.64,""name"":""未工作"",""type"":""invalid"",""duration"":464.56},{""start"":465.8,""end"":600,""name"":""手出画面"",""type"":""invalid"",""duration"":134.2}]",9.98,0.0,"未工作(7.74),手出画面(2.24)",,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-06,14:38:55,d8db,3,http://localhost:8082/faster?path=d8db/session_20260306_063855_967096/segments/d8db-down_sbs_0003.mp4,http://localhost:8082/faster?path=d8db/session_20260306_063855_967096/segments/d8db-front_sbs_0003.mp4,session_20260306_063855_967096,1200.38 MB,10.0,整理洗漱用品,9.43,0.57,黄立艳,已审批-无效片段过长,"[{""start"":0,""end"":226,""name"":""未按照规定动作操作"",""type"":""invalid"",""duration"":226},{""start"":230.6,""end"":255.96,""name"":""未工作"",""type"":""invalid"",""duration"":25.360000000000014},{""start"":259.28000000000003,""end"":541.52,""name"":""未按照规定动作操作"",""type"":""invalid"",""duration"":282.23999999999995},{""start"":548.32,""end"":580.48,""name"":""未工作"",""type"":""invalid"",""duration"":32.15999999999997}]",9.43,0.0,"未按照规定动作操作(8.47),未工作(0.96)",未工作,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-03-06,14:38:55,d8db,4,http://localhost:8082/faster?path=d8db/session_20260306_063855_967096/segments/d8db-down_sbs_0004.mp4,http://localhost:8082/faster?path=d8db/session_20260306_063855_967096/segments/d8db-front_sbs_0004.mp4,session_20260306_063855_967096,1199.38 MB,10.0,整理洗漱用品,9.66,0.34,黄立艳,已审批-无效片段过长,"[{""start"":0,""end"":22.6,""name"":""手出画面"",""type"":""invalid"",""duration"":22.6},{""start"":25.400000000000002,""end"":159.96,""name"":""未按照规定动作操作"",""type"":""invalid"",""duration"":134.56},{""start"":164.28,""end"":211.76,""name"":""未工作"",""type"":""invalid"",""duration"":47.47999999999999},{""start"":214.52,""end"":351.84000000000003,""name"":""未按照规定动作操作"",""type"":""invalid"",""duration"":137.32000000000002},{""start"":351.2,""end"":376.52,""name"":""未工作"",""type"":""invalid"",""duration"":25.319999999999993},{""start"":380.96,""end"":594.04,""name"":""未按照规定动作操作"",""type"":""invalid"",""duration"":213.07999999999998}]",9.66,0.0,"手出画面(0.38),未按照规定动作操作(8.08),未工作(1.21)",,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-03-06,14:38:55,d8db,5,http://localhost:8082/faster?path=d8db/session_20260306_063855_967096/segments/d8db-down_sbs_0005.mp4,http://localhost:8082/faster?path=d8db/session_20260306_063855_967096/segments/d8db-front_sbs_0005.mp4,session_20260306_063855_967096,1201.34 MB,10.0,整理洗漱用品,8.25,1.75,黄立艳,已审批-无效片段过长,"[{""start"":1.6400000000000001,""end"":206.64000000000001,""name"":""未按照规定动作操作"",""type"":""invalid"",""duration"":205.00000000000003},{""start"":207.04,""end"":248.72,""name"":""未工作"",""type"":""invalid"",""duration"":41.68000000000001},{""start"":248.76000000000002,""end"":269.24,""name"":""未按照规定动作操作"",""type"":""invalid"",""duration"":20.47999999999999},{""start"":346.36,""end"":477.08,""name"":""未按照规定动作操作"",""type"":""invalid"",""duration"":130.71999999999997},{""start"":481.84000000000003,""end"":535.96,""name"":""未工作"",""type"":""invalid"",""duration"":54.120000000000005},{""start"":537.6800000000001,""end"":558.72,""name"":""未按照规定动作操作"",""type"":""invalid"",""duration"":21.039999999999964},{""start"":578.88,""end"":600.8000000000001,""name"":""未工作"",""type"":""invalid"",""duration"":21.920000000000073}]",8.25,0.0,"未按照规定动作操作(6.29),未工作(1.96)",,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-03-06,14:38:55,d8db,6,http://localhost:8082/faster?path=d8db/session_20260306_063855_967096/segments/d8db-down_sbs_0006.mp4,http://localhost:8082/faster?path=d8db/session_20260306_063855_967096/segments/d8db-front_sbs_0006.mp4,session_20260306_063855_967096,1200.43 MB,10.0,整理洗漱用品,9.98,0.02,黄立艳,已审批-无效片段过长,"[{""start"":1.08,""end"":363.52,""name"":""未按照规定动作操作"",""type"":""invalid"",""duration"":362.44},{""start"":362.08,""end"":599.92,""name"":""未按照规定动作操作"",""type"":""invalid"",""duration"":237.83999999999997}]",9.98,0.0,未按照规定动作操作(10.00),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-06,13:30:06,d8db,2,http://localhost:8082/faster?path=d8db/session_20260306_053006_662973/segments/d8db-down_sbs_0002.mp4,http://localhost:8082/faster?path=d8db/session_20260306_053006_662973/segments/d8db-front_sbs_0002.mp4,session_20260306_053006_662973,1200.39 MB,10.0,整理洗漱用品,9.52,0.48,黄立艳,已审批-无效片段过长,"[{""start"":20.04,""end"":347.2,""name"":""未按照规定动作操作"",""type"":""invalid"",""duration"":327.15999999999997},{""start"":352.88,""end"":566.24,""name"":""未工作"",""type"":""invalid"",""duration"":213.36},{""start"":569.4,""end"":599.96,""name"":""未工作"",""type"":""invalid"",""duration"":30.56000000000006}]",9.52,0.0,"未按照规定动作操作(5.45),未工作(4.07)",未工作,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,,,
2026-03-06,14:40:56,ee38,1,http://localhost:8082/faster?path=ee38/session_20260306_064056_581530/segments/ee38-down_sbs_0001.mp4,http://localhost:8082/faster?path=ee38/session_20260306_064056_581530/segments/ee38-front_sbs_0001.mp4,session_20260306_064056_581530,1200.30 MB,10.0,折叠购物袋,8.51,1.49,黄立艳,已审批-无效片段过长,"[{""start"":7.6000000000000005,""end"":129.44,""name"":""手出画面"",""type"":""invalid"",""duration"":121.84},{""start"":145.04,""end"":233.32,""name"":""手出画面"",""type"":""invalid"",""duration"":88.28},{""start"":285.24,""end"":504.08,""name"":""手出画面"",""type"":""invalid"",""duration"":218.83999999999997},{""start"":512.52,""end"":594,""name"":""手出画面"",""type"":""invalid"",""duration"":81.48000000000002}]",8.51,0.0,手出画面(8.51),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,2026/4/3,batch5 批次5,
2026-03-06,14:40:56,ee38,6,http://localhost:8082/faster?path=ee38/session_20260306_064056_581530/segments/ee38-down_sbs_0006.mp4,http://localhost:8082/faster?path=ee38/session_20260306_064056_581530/segments/ee38-front_sbs_0006.mp4,session_20260306_064056_581530,1200.37 MB,10.0,折叠购物袋,6.2,3.8,黄立艳,已审批-无效片段过长,"[{""start"":1.08,""end"":25.36,""name"":""手出画面"",""type"":""invalid"",""duration"":24.28},{""start"":66.04,""end"":258.84000000000003,""name"":""手出画面"",""type"":""invalid"",""duration"":192.8},{""start"":276.04,""end"":324.72,""name"":""手出画面"",""type"":""invalid"",""duration"":48.68000000000001},{""start"":493.6,""end"":599.96,""name"":""手出画面"",""type"":""invalid"",""duration"":106.36000000000001}]",6.2,0.0,手出画面(6.20),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,2026/4/3,batch5 批次5,
2026-03-06,14:40:56,ee38,7,http://localhost:8082/faster?path=ee38/session_20260306_064056_581530/segments/ee38-down_sbs_0007.mp4,http://localhost:8082/faster?path=ee38/session_20260306_064056_581530/segments/ee38-front_sbs_0007.mp4,session_20260306_064056_581530,470.92 MB,3.9,折叠购物袋,2.49,1.41,黄立艳,已审批-无效片段过长,"[{""start"":9.32,""end"":49.4,""name"":""手出画面"",""type"":""invalid"",""duration"":40.08},{""start"":81.68,""end"":100.36,""name"":""手出画面"",""type"":""invalid"",""duration"":18.679999999999993},{""start"":133.2,""end"":223.92000000000002,""name"":""手出画面"",""type"":""invalid"",""duration"":90.72000000000003}]",2.49,0.0,手出画面(2.49),,坐姿,头部自然移动,手部出画面,手部在区间内,否,否,,2026/4/3,batch5 批次5,
2026-03-07,16:00:05,5683,1,http://localhost:8082/faster?path=5683/session_20260307_080005_447669/segments/5683-down_sbs_0001.mp4,http://localhost:8082/faster?path=5683/session_20260307_080005_447669/segments/5683-front_sbs_0001.mp4,session_20260307_080005_447669,1200.35 MB,10.0,分类坚果/豆子,5.15,4.85,陈均瑶,已审批-无效片段过长,"[{""start"":0,""end"":118.64,""name"":""手出画面"",""type"":""invalid"",""duration"":118.64},{""start"":240.52,""end"":351.04,""name"":""手出画面"",""type"":""invalid"",""duration"":110.52000000000001},{""start"":520.24,""end"":599.96,""name"":""手出画面"",""type"":""invalid"",""duration"":79.72000000000003}]",5.15,0.0,手出画面(5.15),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
2026-03-07,16:00:05,5683,2,http://localhost:8082/faster?path=5683/session_20260307_080005_447669/segments/5683-down_sbs_0002.mp4,http://localhost:8082/faster?path=5683/session_20260307_080005_447669/segments/5683-front_sbs_0002.mp4,session_20260307_080005_447669,1200.42 MB,10.0,分类坚果/豆子,10.0,0.0,陈均瑶,已审批-无效片段过长,"[{""start"":0,""end"":599.96,""name"":""手出画面"",""type"":""invalid"",""duration"":599.96}]",10.0,0.0,手出画面(10.00),,坐姿,头部自然移动,手部位置居中,手部在区间内,否,否,,,,
